-20.031941, -21.499992, 0.0
-19.031941, -21.499992, 0.0
-18.031941, -21.499992, 0.0
-17.031941, -21.499992, 0.0
-16.031941, -21.499992, 0.0
-15.031941, -21.499992, 0.0
-14.031941, -21.499992, 0.0
-13.031941, -21.499992, 0.0
-12.031941, -21.499992, 0.0
-11.031941, -21.499992, 0.0
-10.031941, -21.499992, 0.0
-9.031941, -21.499992, 0.0
-8.031941, -21.499992, 0.0
-7.031941, -21.499992, 0.0
-6.031941, -21.499992, 0.0
-5.031941, -21.499992, 0.0
-4.031941, -21.499992, 0.0
-3.031941, -21.499992, 0.0
-2.031941, -21.499992, 0.0
-1.031941, -21.499992, 0.0
-0.031941, -21.499992, 0.0
0.968059, -21.499992, 0.0
1.968059, -21.499992, 0.0
2.968059, -21.499992, 0.0
3.968059, -21.499992, 0.0
4.968059, -21.499992, 0.0
5.968059, -21.499992, 0.0
6.968059, -21.499992, 0.0
7.968059, -21.499992, 0.0
8.968059, -21.499992, 0.0
9.968059, -21.499992, 0.0
10.968059, -21.499992, 0.0
11.968059, -21.499992, 0.0
12.968059, -21.499992, 0.0
13.968059, -21.499992, 0.0
14.968059, -21.499992, 0.0
15.968059, -21.499992, 0.0
16.968059, -21.499992, 0.0
17.968059, -21.499992, 0.0
18.968059, -21.499992, -0.0
19.968059, -21.499992, -0.05
20.968059, -21.499992, -0.3
22.968059, -22.499992, -0.75
23.468059, -23.499992, -1.0
24.068059, -24.499992, -1.2
24.068059, -25.499992, -1.55
24.068059, -26.499992, -1.75
24.068059, -27.499992, -2.0
24.068059, -28.099992, -2.15
23.068059, -29.099992, -2.35
22.068059, -29.599992, -2.55
21.068059, -29.999992, -2.7
20.068059, -29.999992, -2.85
19.068059, -29.999992, -3.0
18.968059, -29.999992, -3.14
17.968059, -29.999992, -3.14
16.968059, -29.999992, -3.14
15.968059, -29.999992, -3.14
14.968059, -29.999992, -3.14
13.968059, -29.999992, -3.140000
12.968059, -29.999992, -3.140000
11.968059, -29.999992, -3.140000
10.968059, -29.999992, -3.340000
10.458059, -29.799992, -3.450000
9.968059, -29.500000, -3.640000
9.78059, -29.450000, -3.780000
8.572762, -28.802562, 2.343184
7.872762, -27.002562, 1.843184
7.472762, -26.002562, 1.843184
7.472762, -25.002562, 1.943184
7.000000, -24.002562, 2.093184
6.500000, -23.002562, 2.243184
6.000000, -22.502562, 2.393184
5.500000, -22.002562, 2.593184
5.000000, -21.702562, 2.793184
4.124000, -21.302562, 2.943184
3.968059, -21.209992, 3.143184
2.968059, -21.209992, 3.143184
1.968059, -21.209992, 3.143184
0.031941,-21.209992,3.143184
-1.031941,-21.209992,3.143184
-2.031941,-21.209992,3.143184
-3.031941,-21.209992,3.143184
-4.031941,-21.209992,3.143184
-5.031941,-21.209992,3.143184
-6.031941,-21.209992,3.143184
-7.031941,-21.209992,3.143184
-8.031941,-21.209992,3.143184
-9.031941,-21.209992,3.143184
-10.031941,-21.209992,3.143184
-11.031941,-21.209992,3.143184
-12.031941,-21.209992,3.143184
-13.031941,-21.209992,3.143184
-14.031941,-21.209992,3.143184
-15.031941,-21.209992,3.143184
-16.031941,-21.209992,3.143184
-17.031941,-21.209992,3.143184
-18.031941,-21.209992,3.143184
-19.031941,-21.209992,3.143184
-20.031941,-21.209992,3.143184
-21.031941,-21.209992,3.143184
-22.031941,-21.209992,3.143184
-23.031941,-21.209992,3.143184
-24.031941,-21.209992,3.143184
-25.031941,-21.209992,3.143184
-26.031941,-21.209992,3.143184
-27.031941,-21.209992,3.143184
-28.031941,-21.209992,3.143184
-29.031941,-21.209992,3.143184
-30.031941,-21.209992,3.143184
-31.031941,-21.209992,3.143184
-32.031941,-21.209992,3.143184
-33.031941,-21.302562,3.343184
-34.031941,-21.502562,3.543184
-35.031941,-21.702562,3.743184
-35.600000,-22.502562,4.043184
-36.500000,-23.702562,4.293184
-37.200000,-24.702562,4.543184
-37.200000,-25.702562,4.743184
-37.200000,-26.702562,4.943184
-37.200000,-27.702562,5.143184
-36.100000,-28.702562,5.393184
-35.100000,-29.702562,5.643184
-34.100000,-30.302562,5.793184
-33.100000,-30.602560,6.093184
-32.100000,-30.402560,6.343184
-31.100000,-30.302560,6.643184
-30.100000,-29.602560,6.943184
-29.100000,-28.602560,7.293184
-28.200000,-27.802560,7.54318
-27.900000,-26.802560,7.543184
-27.900000,-25.802560,7.643184
-27.800000,-24.802560,7.443184
-27.800000,-23.802560,7.243184
-27.800000,-22.802560,6.993184
-26.800000,-21.802560,6.793184
-25.800000,-21.502560,6.593184
-24.800000,-21.502560,6.493184
-23.800000,-21.502560,6.293184
-22.800000,-21.502560,6.293184
-21.800000,-21.502560,6.293184
-20.800000,-21.502560,6.293184
-19.800000,-21.502560,6.293184
